id,title,preacher,datetime,mp3,ytube_id,scloud,fire_hard,location,transcript,format,created_at,updated_at,slug,dl_count
1479,"Taking Things for Granted","Pastor Anderson","2010-10-24 17:30:00",,srL4FfsR4yU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.266196","2017-04-15 21:58:11.156091",taking-things-for-granted,0
1480,"Two Tests for Music","Pastor Anderson","2010-10-17 17:30:00",,eb9LG9DpGX4,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.300063","2017-04-15 21:58:11.172466",two-tests-for-music,0
1481,"Repent of Your Sins Heresy","Pastor Anderson","2010-10-10 17:30:00",,YNX-bYcOco4,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.331452","2017-04-15 21:58:11.187698",repent-of-your-sins-heresy,0
1482,"The Word of God in Your Life","Pastor Anderson","2010-10-03 17:30:00",,M38jqyMoGLg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.359951","2017-04-15 21:58:11.204896",the-word-of-god-in-your-life,0
1483,"God's Requirements","Pastor Anderson","2010-09-26 17:30:00",,W9EeS6FQHaA,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.391976","2017-04-15 21:58:11.220980",god-s-requirements,0
1484,"Women's Liberation","Pastor Anderson","2010-09-19 17:30:00",,,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.426246","2017-04-15 21:58:11.235436",women-s-liberation,0
1485,"He Was a Hairy Man","Pastor Anderson","2010-09-12 17:30:00",,T42H9b2XI8g,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.454095","2017-04-15 21:58:11.248825",he-was-a-hairy-man,0
1486,"Speaking in an Unknown Tongue","Pastor Anderson","2010-09-05 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.494579","2017-04-15 21:58:11.260641",speaking-in-an-unknown-tongue,0
1487,"Finding a Wife Biblically","Pastor Anderson","2010-08-29 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.537762","2017-04-15 21:58:11.273583",finding-a-wife-biblically,0
1488,"How to Listen to Preaching","Pastor Anderson","2010-08-22 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.565341","2017-04-15 21:58:11.291830",how-to-listen-to-preaching,0
1489,"The Slippery Slope of Compromise","Pastor Anderson","2010-08-15 17:30:00",,iw8KacDwC3Q,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.597969","2017-04-15 21:58:11.308237",the-slippery-slope-of-compromise,0
1490,"The Recompense of the Reward","Pastor Anderson","2010-08-08 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.633815","2017-04-15 21:58:11.324227",the-recompense-of-the-reward,0
1491,"Admitting You are a Sinner","Pastor Anderson","2010-08-01 17:30:00",,BMpZeEQ7kWk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.679788","2017-04-15 21:58:11.341007",admitting-you-are-a-sinner,0
1492,"Making Right Decisions","Pastor Anderson","2010-07-25 17:30:00",,V5tscQEi1Ds,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.706795","2017-04-15 21:58:11.355181",making-right-decisions,0
1493,Hypocrisy,"Pastor Anderson","2010-07-18 17:30:00",,vwOFdhBggkU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.747202","2017-04-15 21:58:11.369477",hypocrisy,0
1494,"Through Faith We Understand","Pastor Anderson","2010-07-11 17:30:00",,GyZEuL1NCNI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.781412","2017-04-15 21:58:11.385994",through-faith-we-understand,0
1495,"Selling Out Your Freedom","Pastor Anderson","2010-07-04 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.808472","2017-04-15 21:58:11.401153",selling-out-your-freedom,0
1496,"The Labourers are Few","Pastor Anderson","2010-06-27 17:30:00",,PtmQdJfFT54,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.831739","2017-04-15 21:58:11.414053",the-labourers-are-few,0
1497,"Confirming the Souls","Pastor Anderson","2010-06-20 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.876053","2017-04-15 21:58:11.432090",confirming-the-souls,0
1498,"From a Child or Of a Child","Pastor Anderson","2010-06-13 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.906135","2017-04-15 21:58:11.448797",from-a-child-or-of-a-child,0
1499,"Have Ye Not Read?","Pastor Anderson","2010-06-06 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.932256","2017-04-15 21:58:11.469018",have-ye-not-read,0
1500,"Not Careful to Answer Thee","Pastor Anderson","2010-05-30 17:30:00",,88McDQFn7Eg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.960753","2017-04-15 21:58:11.485400",not-careful-to-answer-thee,0
1501,"The Book of Judges","Pastor Anderson","2010-05-16 17:30:00",,RbsnUfzVsbs,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:20.985658","2017-04-15 21:58:11.500994",the-book-of-judges,0
1502,"A Biblical View of Womanhood","Pastor Anderson","2010-05-09 17:30:00",,dFPkIldzywE,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.008712","2017-04-15 21:58:11.516376",a-biblical-view-of-womanhood,0
1503,"The Exact Age of the Earth","Pastor Anderson","2010-05-02 17:30:00",,ezXcxbfr76k,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.033982","2017-04-15 21:58:11.532737",the-exact-age-of-the-earth,0
1504,"Preach the Gospel to Every Creature","Pastor Anderson","2010-04-18 17:30:00",,oFo2azcK8iw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.080732","2017-04-15 21:58:11.548265",preach-the-gospel-to-every-creature,0
1505,Heaven,"Pastor Anderson","2010-04-11 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.115963","2017-04-15 21:58:11.564575",heaven,0
1506,"If Ye Be Risen with Christ","Pastor Anderson","2010-04-04 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.150581","2017-04-15 21:58:11.579845",if-ye-be-risen-with-christ,0
1507,"Using Your Talents for the Lord","Pastor Anderson","2010-03-28 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.174590","2017-04-15 21:58:11.596041",using-your-talents-for-the-lord,0
1508,"The Power of Prayer","Pastor Anderson","2010-03-21 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.197636","2017-04-15 21:58:11.612550",the-power-of-prayer-5eb833d8-fcf9-48c8-be17-9c38f81d76c3,0
1509,"Knowing v. Believing","Pastor Anderson","2010-03-14 17:30:00",,A7JJ_Snp8Fw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.225635","2017-04-15 21:58:11.627807",knowing-v-believing,0
1510,"Moving the Landmark","Pastor Anderson","2010-03-07 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.264173","2017-04-15 21:58:11.647897",moving-the-landmark,0
1511,"The Blood of Sprinkling","Pastor Anderson","2010-02-28 17:30:00",,u7-1h57WWXE,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.291672","2017-04-15 21:58:11.665280",the-blood-of-sprinkling,0
1512,"There are Many Antichrists","Pastor Anderson","2010-02-21 17:30:00",,yLk-4Pu7LQY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.320360","2017-04-15 21:58:11.682335",there-are-many-antichrists,0
1513,"The Children Against the Parents","Pastor Anderson","2010-02-07 17:30:00",,BF4znFJxfxI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.347036","2017-04-15 21:58:11.699180",the-children-against-the-parents,0
1514,"The Leaven of the Pharisees","Pastor Anderson","2010-01-31 17:30:00",,BMSR9nJ96Tg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.389540","2017-04-15 21:58:11.715417",the-leaven-of-the-pharisees,0
1515,"Preaching in the Towns & Villages","Pastor Anderson","2010-01-24 17:30:00",,T9BC3lAwJ8s,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.416788","2017-04-15 21:58:11.731938",preaching-in-the-towns-villages,0
1516,"Stepping Out in Faith","Pastor Anderson","2010-01-17 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.442263","2017-04-15 21:58:11.749183",stepping-out-in-faith,0
1517,"The Doctrine of Baptisms","Pastor Anderson","2010-01-10 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.478320","2017-04-15 21:58:11.769915",the-doctrine-of-baptisms,0
1518,"First Pure, Then Peaceable","Pastor Anderson","2010-01-03 17:30:00",,Rg-Cd53Ii2g,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.502083","2017-04-15 21:58:11.787897",first-pure-then-peaceable,0
1519,"New Goals for the New Year","Pastor Anderson","2009-12-27 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.524729","2017-04-15 21:58:11.804631",new-goals-for-the-new-year,0
1520,"Am I Filled with the Spirit?","Pastor Anderson","2009-12-20 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.549255","2017-04-15 21:58:11.820706",am-i-filled-with-the-spirit,0
1521,Blasphemy,"Pastor Anderson","2009-12-13 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.575564","2017-04-15 21:58:11.840005",blasphemy,0
1522,Contamination,"Pastor Anderson","2009-12-06 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.598890","2017-04-15 21:58:11.856904",contamination,0
1523,"The Apostle Paul","Pastor Anderson","2009-11-29 17:30:00",,6BiB6u-IefE,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.627003","2017-04-15 21:58:11.871862",the-apostle-paul,0
1524,"Being Thankful","Pastor Anderson","2009-11-22 17:30:00",,KqVzLM1cnOg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.650755","2017-04-15 21:58:11.888616",being-thankful,0
1525,"Living By Faith","Pastor Anderson","2009-11-15 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.674057","2017-04-15 21:58:11.903078",living-by-faith,0
1526,"The Holy Spirit","Pastor Anderson","2009-11-08 17:30:00",,xXZS5D7wtzY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.695709","2017-04-15 21:58:11.919490",the-holy-spirit,0
1527,"The Individual vs. the Group","Pastor Anderson","2009-10-18 17:30:00",,y6-V3tzIK6U,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.721915","2017-04-15 21:58:11.935911",the-individual-vs-the-group,0
1528,"There is a Cost to Serving God","Pastor Anderson","2009-10-11 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.748270","2017-04-15 21:58:11.952425",there-is-a-cost-to-serving-god,0
1529,"Choose Whom You Will Serve","Pastor Anderson","2009-10-04 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.780166","2017-04-15 21:58:11.971174",choose-whom-you-will-serve,0
1530,"Exercise Thyself Unto Godliness","Pastor Anderson","2009-09-27 17:30:00",,8U_729juMdw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.807205","2017-04-15 21:58:11.992362",exercise-thyself-unto-godliness,0
1531,"God's Plan for the Family","Pastor Anderson","2009-09-20 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.841241","2017-04-15 21:58:12.008402",god-s-plan-for-the-family,0
1532,"Son, Go Work Today in My Vineyard","Pastor Anderson","2009-09-13 17:30:00",,AigugU6SI48,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.872826","2017-04-15 21:58:12.023170",son-go-work-today-in-my-vineyard,0
1533,"God's Call to Holiness","Pastor Anderson","2009-09-06 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.907579","2017-04-15 21:58:12.037034",god-s-call-to-holiness,0
1534,"OT Law and the NT Believer","Pastor Anderson","2009-08-30 17:30:00",,O4NQe68Oknc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.934996","2017-04-15 21:58:12.052153",ot-law-and-the-nt-believer,0
1535,"Remember Lot's Wife (partial)","Pastor Anderson","2009-08-23 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.962260","2017-04-15 21:58:12.067867",remember-lot-s-wife-partial,0
1536,"God is the Only Judge","Pastor Anderson","2009-08-16 17:30:00",,KiCu2HMNO7c,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:21.993450","2017-04-15 21:58:12.083170",god-is-the-only-judge,0
1537,"The Doctrine of Creationism","Pastor Anderson","2009-08-09 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.028247","2017-04-15 21:58:12.097271",the-doctrine-of-creationism,0
1538,"Yea Hath God Said?","Pastor Anderson","2009-08-02 17:30:00",,knvl5tt0lnE,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.060252","2017-04-15 21:58:12.111488",yea-hath-god-said,0
1539,"Here Am I","Bro Roger Jimenez","2009-07-26 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.089312","2017-04-15 21:58:12.128415",here-am-i,0
1540,"The Local Church","Pastor Anderson","2009-07-19 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.117105","2017-04-15 21:58:12.143821",the-local-church,0
1541,"Give Place Unto Wrath","Pastor Anderson","2009-07-12 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.147937","2017-04-15 21:58:12.159133",give-place-unto-wrath,0
1542,"Personal Liberty","Pastor Anderson","2009-07-05 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.186502","2017-04-15 21:58:12.173205",personal-liberty,0
1543,"Take These Things Hence","Pastor Anderson","2009-06-28 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.211674","2017-04-15 21:58:12.188398",take-these-things-hence,0
1544,"Send Someone Else","Pastor Anderson","2009-06-21 17:30:00",,prDf6tPlSJM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.238977","2017-04-15 21:58:12.204152",send-someone-else,0
1545,"You Build and You Battle","Pastor Anderson","2009-06-14 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.274115","2017-04-15 21:58:12.220573",you-build-and-you-battle,0
1546,"Doubting Your Salvation?","Pastor Anderson","2009-06-07 17:30:00",,fNOEP-HPLV0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.308096","2017-04-15 21:58:12.236404",doubting-your-salvation,0
1547,"A Reprobate Mind","Pastor Anderson","2009-05-31 17:30:00",,ONsykqUq9ng,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.334269","2017-04-15 21:58:12.252108",a-reprobate-mind,0
1548,"What Is God's Name?","Pastor Anderson","2009-05-24 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.365226","2017-04-15 21:58:12.268724",what-is-god-s-name,0
1549,"Are You Fruitful?","Pastor Anderson","2009-05-17 17:30:00",,hruoOMCBJ4U,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.424874","2017-04-15 21:58:12.283464",are-you-fruitful,0
1550,"The Importance of a Mother","Pastor Anderson","2009-05-10 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.460909","2017-04-15 21:58:12.299230",the-importance-of-a-mother,0
1551,"God Hates a Lying Tongue ","Pastor Anderson","2009-05-03 17:30:00",,rEKUcBo_vq8,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.494475","2017-04-15 21:58:12.315624",god-hates-a-lying-tongue,0
1552,"Encouraging Yourself in the Lord","Pastor Anderson","2009-04-26 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.529171","2017-04-15 21:58:12.333594",encouraging-yourself-in-the-lord,0
1553,"Jesus Christ is the Same","Pastor Anderson","2009-04-19 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.567109","2017-04-15 21:58:12.349761",jesus-christ-is-the-same,0
1554,"Baptism and the Resurrection","Pastor Anderson","2009-04-12 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.600254","2017-04-15 21:58:12.390083",baptism-and-the-resurrection,0
1555,"Christ, Our Passover","Pastor Anderson","2009-04-05 17:30:00",,Hm8DNAEnKn0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.627412","2017-04-15 21:58:12.408296",christ-our-passover,0
1556,"The Law of the Lord is Perfect","Pastor Anderson","2009-03-29 17:30:00",,QoRZZtkfFjE,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.653877","2017-04-15 21:58:12.423440",the-law-of-the-lord-is-perfect,0
1557,"Homeschooling and Education ","Pastor Anderson","2009-03-22 17:30:00",,4x6N7GDRfpo,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.680307","2017-04-15 21:58:12.439571",homeschooling-and-education,0
1558,"Be Consistent","Pastor Anderson","2009-03-15 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.701431","2017-04-15 21:58:12.455553",be-consistent,0
1559,"Not Trusting in Uncertain Riches","Pastor Anderson","2009-03-08 17:30:00",,N2ZvksxwB3c,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.725781","2017-04-15 21:58:12.472982",not-trusting-in-uncertain-riches,0
1560,"I Am Come to Bring Division","Pastor Anderson","2009-03-01 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.750021","2017-04-15 21:58:12.500201",i-am-come-to-bring-division,0
1561,"The Love of Christ Constraineth Us","Pastor Anderson","2009-02-22 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.771688","2017-04-15 21:58:12.516992",the-love-of-christ-constraineth-us,0
1562,"What New Believers Need","Pastor Anderson","2009-02-15 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.794220","2017-04-15 21:58:12.532154",what-new-believers-need,0
1563,"What's the Difference?","Pastor Anderson","2009-02-08 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.822562","2017-04-15 21:58:12.548560",what-s-the-difference,0
1564,"Speaking with Another Tongue ","Pastor Anderson","2009-02-01 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.845369","2017-04-15 21:58:12.563942",speaking-with-another-tongue,0
1565,"Mind Your Own Business ","Pastor Anderson","2009-01-25 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.882757","2017-04-15 21:58:12.580713",mind-your-own-business,0
1566,"How to Start a Church","Pastor Anderson","2009-01-18 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.904779","2017-04-15 21:58:12.595765",how-to-start-a-church,0
1567,"Principles on Dating","Pastor Anderson","2009-01-11 17:30:00",,DcEpD4VjWfI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.930924","2017-04-15 21:58:12.613671",principles-on-dating,0
1568,"How to Have Joy in Your Life","Pastor Anderson","2009-01-04 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.953039","2017-04-15 21:58:12.633398",how-to-have-joy-in-your-life,0
1569,"God Deals in Extremes","Pastor Anderson","2008-12-28 17:30:00",,Crvxk0SDa_8,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:22.976174","2017-04-15 21:58:12.654127",god-deals-in-extremes,0
1570,"The Sin of Envy","Pastor Anderson","2008-12-21 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.001995","2017-04-15 21:58:12.674055",the-sin-of-envy,0
1571,"Extra-Biblical Doctrine","Pastor Anderson","2008-12-14 17:30:00",,bHSn5EB_gzs,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.028256","2017-04-15 21:58:12.691800",extra-biblical-doctrine,0
1572,"I Must Decrease","Pastor Anderson","2008-12-07 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.065658","2017-04-15 21:58:12.709143",i-must-decrease,0
1573,"It Can Be Done","Pastor Anderson","2008-11-30 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.090700","2017-04-15 21:58:12.728943",it-can-be-done,0
1574,"How to Identify false Prophets","Pastor Anderson","2008-11-16 17:30:00",,S-nvETjeYXk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.115046","2017-04-15 21:58:12.744716",how-to-identify-false-prophets,0
1575,"Take No Thought for the Morrow","Pastor Anderson","2008-11-09 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.144802","2017-04-15 21:58:12.760634",take-no-thought-for-the-morrow,0
1576,"The Bride of Christ","Pastor Anderson","2008-11-02 17:30:00",,U4B99Aa0W0A,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.171647","2017-04-15 21:58:12.776489",the-bride-of-christ,0
1577,"Watered Down Preaching","Pastor Anderson","2008-10-26 17:30:00",,hFQ6GS0eV5U,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.197092","2017-04-15 21:58:12.792772",watered-down-preaching,0
1578,"1, 2, 3, Repent After Me","Pastor Anderson","2008-10-19 17:30:00",,VaTVOLL4QPg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.221876","2017-04-15 21:58:12.809115",1-2-3-repent-after-me,0
1579,"You Reap What You Sow","Pastor Anderson","2008-10-12 17:30:00",,DKjlUhb1rbY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.246651","2017-04-15 21:58:12.827889",you-reap-what-you-sow,0
1580,"Catholicism in the Bible","Pastor Anderson","2008-10-05 17:30:00",,6LPEfC_SDVc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.277412","2017-04-15 21:58:12.845357",catholicism-in-the-bible,0
1581,Forgiveness,"Pastor Anderson","2008-09-28 17:30:00",,hzLuNH0n1qk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.302419","2017-04-15 21:58:12.864397",forgiveness-c50af040-141a-4523-92b4-ccda1ab50ddf,0
1582,"Speak Often One to Another","Pastor Anderson","2008-09-21 17:30:00",,uQPdqwz1_2s,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.328512","2017-04-15 21:58:12.880351",speak-often-one-to-another,0
1583,"The New King James Version","Pastor Anderson","2008-09-14 17:30:00",,SpnTQ6EXJrI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.353143","2017-04-15 21:58:12.897025",the-new-king-james-version,0
1584,"Methods of Soul-winning","Pastor Anderson","2008-09-07 17:30:00",,blNBolY-vTo,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.380366","2017-04-15 21:58:12.916195",methods-of-soul-winning,0
1585,"Renew Your Mind","Pastor Anderson","2008-08-31 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.405998","2017-04-15 21:58:12.933425",renew-your-mind,0
1586,"Increase More and More","Pastor Anderson","2008-08-24 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.429804","2017-04-15 21:58:12.948668",increase-more-and-more,0
1587,"Too Late","Pastor Anderson","2008-08-17 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.459864","2017-04-15 21:58:12.964284",too-late,0
1588,"What Is Your Life?","Pastor Anderson","2008-08-10 17:30:00",,J6QtQZ2NaU0,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.481278","2017-04-15 21:58:12.981185",what-is-your-life,0
1589,"Calvinism Creeping In","Pastor Anderson","2008-08-03 17:30:00",,czskQiDcNgk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.505743","2017-04-15 21:58:13.000364",calvinism-creeping-in,0
1590,"Vanity of VanitiesAll is Vanity","Pastor Anderson","2008-07-27 17:30:00",,AkQzxsyla_k,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.528496","2017-04-15 21:58:13.017813",vanity-of-vanitiesall-is-vanity,0
1591,"Pray for Boldness","Pastor Anderson","2008-07-20 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.553679","2017-04-15 21:58:13.035873",pray-for-boldness,0
1592,"The Potter and the Clay","Pastor Anderson","2008-07-13 17:30:00",,ZB-DXUQnUtQ,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.581632","2017-04-15 21:58:13.053838",the-potter-and-the-clay,0
1593,"Parting the Hoof and Chewing the Cud ","Pastor Anderson","2008-07-06 17:30:00",,GJAZujo-KL4,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.605683","2017-04-15 21:58:13.069494",parting-the-hoof-and-chewing-the-cud,0
1594,"Liberty Among God's People ","Pastor Anderson","2008-06-29 17:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.633658","2017-04-15 21:58:13.084911",liberty-among-god-s-people,0
1595,"Must Jesus Bear the Cross Alone?","Pastor Anderson","2008-06-22 17:30:00",,Hc6THeDdIvA,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.660591","2017-04-15 21:58:13.100579",must-jesus-bear-the-cross-alone,0
1596,"The Importance of the Next Generation","Pastor Anderson","2008-06-15 17:30:00",,Q-iz78zYSN4,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.692933","2017-04-15 21:58:13.119951",the-importance-of-the-next-generation,0
1597,"This Church is not for Everybody","Pastor Anderson","2008-06-08 17:30:00",,5kNKc1O6c8s,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.720281","2017-04-15 21:58:13.138011",this-church-is-not-for-everybody,0
1598,"A Good Soldier of Jesus Christ","Pastor Anderson","2008-06-01 17:30:00",,s68oxi5dZ10,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.748813","2017-04-15 21:58:13.156283",a-good-soldier-of-jesus-christ,0
1599,"The Importance of the Individual","Pastor Anderson","2008-05-25 17:30:00",,NxO9Ge2XlFc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:23.779778","2017-04-15 21:58:13.172554",the-importance-of-the-individual,0
