id,title,preacher,datetime,mp3,ytube_id,scloud,fire_hard,location,transcript,format,created_at,updated_at,slug,dl_count
1104,"Deliver Us From Evil","Pastor Anderson","2006-09-04 01:30:00",,1PdgcqUog7s,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.989947","2017-04-15 21:58:04.867290",deliver-us-from-evil,0
1105,"Matthew 19","Pastor Anderson","2006-08-31 02:00:00",,UBTBi0OcmCM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.014858","2017-04-15 21:58:04.880504",matthew-19,0
1106,"Butter in a Lordly Dish","Pastor Anderson","2006-08-28 01:30:00",,CFvolF3DoW8,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.038535","2017-04-15 21:58:04.895736",butter-in-a-lordly-dish,0
1107,"Matthew 18","Pastor Anderson","2006-08-24 02:00:00",,UfMvMgyE0_0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.065048","2017-04-15 21:58:04.911473",matthew-18,0
1108,"The Length of your Hair","Pastor Anderson","2006-08-21 01:30:00",,bL9oTJoz8mg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.086407","2017-04-15 21:58:04.928245",the-length-of-your-hair,0
1109,"Matthew 17","Pastor Anderson","2006-08-17 02:00:00",,Or3Ylk-AYKI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.108965","2017-04-15 21:58:04.944385",matthew-17,0
1110,"The Sin of Stupidity","Pastor Anderson","2006-08-14 01:30:00",,3CUp6uuJJQo,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.129886","2017-04-15 21:58:04.960562",the-sin-of-stupidity,0
1111,"Matthew 16","Pastor Anderson","2006-08-10 02:00:00",,4tGH9vQXTCE,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.154715","2017-04-15 21:58:04.975278",matthew-16,0
1112,"How to Study the Bible","Pastor Anderson","2006-08-07 01:30:00",,giSuCm4ujQI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.183447","2017-04-15 21:58:04.990944",how-to-study-the-bible,0
1113,"Matthew 15","Pastor Anderson","2006-08-03 02:00:00",,eRuNhBQIkKg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.209007","2017-04-15 21:58:05.007620",matthew-15,0
1114,"The Devil's Music","Pastor Anderson","2006-07-31 01:30:00",,iSjKnY5Layc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.234570","2017-04-15 21:58:05.024572",the-devil-s-music,0
1115,"Matthew 14","Pastor Anderson","2006-07-27 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.259177","2017-04-15 21:58:05.044267",matthew-14,0
1116,"Eternal Security","Pastor Anderson","2006-07-24 01:30:00",,_jiXNfaQlWY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.289569","2017-04-15 21:58:05.060347",eternal-security,0
1117,"Matthew 13","Pastor Anderson","2006-07-20 02:00:00",,qYeXqNPUg4E,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.313929","2017-04-15 21:58:05.076426",matthew-13,0
1118,"Put Your Root Down","Pastor Anderson","2006-07-17 01:30:00",,IIVlj9HgcHM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.337043","2017-04-15 21:58:05.092845",put-your-root-down,0
1119,"Matthew 12","Pastor Anderson","2006-07-13 02:00:00",,2FBfEpOU2TI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.366319","2017-04-15 21:58:05.108664",matthew-12,0
1120,"Sodomite Reprobates","Pastor Anderson","2006-07-10 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.397348","2017-04-15 21:58:05.125174",sodomite-reprobates,0
1121,"Matthew 11","Pastor Anderson","2006-07-06 02:00:00",,FPQO48ovUfY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.428125","2017-04-15 21:58:05.140864",matthew-11,0
1122,Absalom,"Pastor Anderson","2006-07-03 01:30:00",,WCflyGqtYa0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.458849","2017-04-15 21:58:05.155962",absalom,0
1123,"I Sought for A Man","Bro Roger Jimenez","2006-06-26 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.491684","2017-04-15 21:58:05.172195",i-sought-for-a-man-3f86e300-eb71-4b47-b6ad-339bd556fade,0
1124,"Matthew 09","Pastor Anderson","2006-06-22 02:00:00",,8yGU5cSBxaU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.521115","2017-04-15 21:58:05.191935",matthew-09,0
1125,"Proper Diet","Pastor Anderson","2006-06-19 01:30:00",,r51gCPfypjs,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.550480","2017-04-15 21:58:05.208365",proper-diet,0
1126,"Matthew 08","Pastor Anderson","2006-06-15 02:00:00",,m7nQ3--PUj4,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.577112","2017-04-15 21:58:05.224883",matthew-08,0
1127,"The Mother Whore","Pastor Anderson","2006-06-12 01:30:00",,YV4stcaldnQ,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.605186","2017-04-15 21:58:05.241383",the-mother-whore,0
1128,"Matthew 07","Pastor Anderson","2006-06-08 02:00:00",,pAudoStIQFY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.644200","2017-04-15 21:58:05.257127",matthew-07,0
1129,"The Book of Revelation Part 2","Pastor Anderson","2006-06-05 01:30:00",,RvnkJiW9Ujc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.673382","2017-04-15 21:58:05.273113",the-book-of-revelation-part-2,0
1130,"Matthew 06","Pastor Anderson","2006-06-01 02:00:00",,He_AORgeLuk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.701204","2017-04-15 21:58:05.288062",matthew-06,0
1131,Communism,"Pastor Anderson","2006-05-29 01:30:00",,1BA0SZqlmjI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.725679","2017-04-15 21:58:05.307370",communism,0
1132,"Matthew 05","Pastor Anderson","2006-05-25 02:00:00",,1NVC4Yj8Q6U,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.754141","2017-04-15 21:58:05.323816",matthew-05,0
1133,"The Book of Revelation","Pastor Anderson","2006-05-22 01:30:00",,tQarohrSZ4k,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.782611","2017-04-15 21:58:05.339969",the-book-of-revelation,0
1134,"Matthew 04","Pastor Anderson","2006-05-18 02:00:00",,c08LekC_Z_E,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.809535","2017-04-15 21:58:05.357155",matthew-04,0
1135,"The Reality of Hell","Pastor Anderson","2006-05-15 01:30:00",,Niak6MlxQpo,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.842041","2017-04-15 21:58:05.373647",the-reality-of-hell,0
1136,"Matthew 03","Pastor Anderson","2006-05-11 02:00:00",,BnUjk7Uj4QU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.881248","2017-04-15 21:58:05.391947",matthew-03,0
1137,"God's View of Immigration","Pastor Anderson","2006-05-08 01:30:00",,zyOQcKotwQQ,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.909847","2017-04-15 21:58:05.408508",god-s-view-of-immigration,0
1138,"Death in the Pot","Pastor Anderson","2006-05-01 01:30:00",,7vd8BgXTTLk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.944997","2017-04-15 21:58:05.424207",death-in-the-pot,0
1139,"Matthew 01","Pastor Anderson","2006-04-27 02:00:00",,C9lKW1cugio,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:09.980354","2017-04-15 21:58:05.439559",matthew-01,0
1140,"From Faith to Faith","Pastor Anderson","2006-04-24 01:30:00",,rWxOt0Z8ceU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.007677","2017-04-15 21:58:05.457001",from-faith-to-faith,0
1141,"Philippians 04","Pastor Anderson","2006-04-20 02:00:00",,X6B1vNsR8JU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.038413","2017-04-15 21:58:05.473570",philippians-04,0
1142,"Is your heart right?","Pastor Anderson","2006-04-17 01:30:00",,vRxNUogY2zY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.075637","2017-04-15 21:58:05.487884",is-your-heart-right,0
1143,"Philippians 03","Pastor Anderson","2006-04-13 02:00:00",,MX2vXWcpDIw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.110807","2017-04-15 21:58:05.503503",philippians-03,0
1144,"Birth Control in Light of the Bible","Pastor Anderson","2006-04-10 01:30:00",,Qth6lKfRbSw,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.145388","2017-04-15 21:58:05.518991",birth-control-in-light-of-the-bible,0
1145,"Philippians 02","Pastor Anderson","2006-04-06 02:00:00",,rIivOLUZj60,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.169869","2017-04-15 21:58:05.533197",philippians-02,0
1146,"Philippians 01","Pastor Anderson","2006-03-30 02:00:00",,ulZl1Y4zH0I,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.201917","2017-04-15 21:58:05.548683",philippians-01,0
1147,"Cleanliness and Sanitation","Pastor Anderson","2006-03-27 01:30:00",,tRx_oI2a3XI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.250815","2017-04-15 21:58:05.563622",cleanliness-and-sanitation,0
1148,"Hebrews 13","Pastor Anderson","2006-03-23 02:00:00",,Dhy1X4PSESg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.298080","2017-04-15 21:58:05.580512",hebrews-13,0
1149,"Money is not the Answer","Pastor Anderson","2006-03-20 01:30:00",,CUOIbGEojEY,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.334868","2017-04-15 21:58:05.595826",money-is-not-the-answer,0
1150,"Hebrews 12","Pastor Anderson","2006-03-16 02:00:00",,zyWl8QeU2_8,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.367890","2017-04-15 21:58:05.612392",hebrews-12,0
1151,"Hebrews 10","Pastor Anderson","2006-03-02 02:00:00",,3Mmk0z2V2_c,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.444534","2017-04-15 21:58:05.628299",hebrews-10,0
1152,"Recipe for Revival","Bro Roger Jimenez","2006-02-27 01:30:00",20060226P_RecipeForRevival.mp3,UM-GinKu1bw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.473468","2017-04-15 21:58:05.654727",recipe-for-revival,1
1153,"The Book of Psalms","Pastor Anderson","2017-02-19 17:30:00",,IEmEprejSYE,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.510280","2017-04-15 21:58:05.671996",the-book-of-psalms,0
1154,"The Workers of Iniquity","Pastor Anderson","2017-02-12 17:30:00",,XZ2Kk3HoUAw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.536317","2017-04-15 21:58:05.688775",the-workers-of-iniquity,0
1155,"South Africa Testimony","Bro Chris Segura","2017-02-12 17:30:00",,smlpKerdyCg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.574456","2017-04-15 21:58:05.704132",south-africa-testimony,0
1156,"Freemasonry in Light of the Bible","Pastor Anderson","2017-02-05 17:30:00",,sN49lsoTBy8,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.600235","2017-04-15 21:58:05.720674",freemasonry-in-light-of-the-bible,0
1157,"The Financial Philosophy of FWBC","Pastor Anderson","2017-01-29 17:30:00",,FHTLWq6vSo0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.635544","2017-04-15 21:58:05.736640",the-financial-philosophy-of-fwbc,0
1158,"Self Control","Pastor Anderson","2017-01-22 17:30:00",,4q-kyoF8O7M,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.656847","2017-04-15 21:58:05.749187",self-control,0
1159,"The Sinner's Prayer","Pastor Anderson","2017-01-15 17:30:00",,U2Y6w_FwmFI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.686187","2017-04-15 21:58:05.764788",the-sinner-s-prayer-7d9faab3-163b-45d1-8d44-0a5146ca7f01,0
1160,"Double Minded and Unstable","Pastor Anderson","2017-01-08 17:30:00",,np_Qt4z00uM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.727971","2017-04-15 21:58:05.780478",double-minded-and-unstable,0
1161,Baptism,"Pastor Anderson","2017-01-01 17:30:00",,Ll5jKy_34Ps,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.755631","2017-04-15 21:58:05.795853",baptism,0
1162,"God Was Manifest in the Flesh","Pastor Anderson","2016-12-25 17:30:00",,1-CNC8vFPdo,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.789981","2017-04-15 21:58:05.812878",god-was-manifest-in-the-flesh,0
1163,"Rewards for Serving Christ","Pastor Anderson","2016-12-18 17:30:00",,W6ZaFL-LivE,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.821490","2017-04-15 21:58:05.828797",rewards-for-serving-christ,0
1164,"Hair Length & 1 Corinthians 11","Pastor Anderson","2016-12-11 17:30:00",,6MqdwB8mgAc,https://soundcloud.com/bible-preaching/2016-12-11a-hair-length-and-1-corinthians-11,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.853231","2017-04-15 21:58:05.844304",hair-length-1-corinthians-11,0
1165,"God the Invester (New Jersey)","Pastor Anderson","2016-12-10 17:30:00",,lJ4shlexO0k,https://soundcloud.com/bible-preaching/2016-12-10p-god-the-investor,f,"New Jersey",,Preaching,"2017-04-14 00:59:10.878136","2017-04-14 00:59:10.878136",god-the-invester-new-jersey,0
1166,"I Know Thy Works","Pastor Anderson","2016-12-07 17:30:00",,FKqgrWhmf84,https://soundcloud.com/bible-preaching/2016-12-07a-i-know-thy-works,f,Guyana,,Preaching,"2017-04-14 00:59:10.915646","2017-04-14 00:59:10.915646",i-know-thy-works,0
1167,"The Adventures of Malawi","Bro Garrett Kirchway","2016-12-04 17:30:00",,B3jRZJfLmVU,,t,Vancouver,,Preaching,"2017-04-14 00:59:10.937754","2017-04-14 00:59:10.937754",the-adventures-of-malawi,0
1168,"Saved by the Word","Pastor Anderson","2016-12-04 17:30:00",,G1jZ5K4p4G8,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.969775","2017-04-15 21:58:05.861011",saved-by-the-word,0
1169,"The Great Commission","Pastor Anderson","2016-11-27 17:30:00",,5SYzKKI0j6Y,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:10.993879","2017-04-15 21:58:05.875670",the-great-commission,0
1170,"The Christian's Hate Life","Pastor Anderson","2016-11-13 17:30:00",,IwQK_-Elm_Q,https://soundcloud.com/bible-preaching/2016-11-13a-the-christians-hate-life,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.021128","2017-04-15 21:58:05.892235",the-christian-s-hate-life,0
1171,"David's Mighty Men","Pastor Anderson","2016-11-06 17:30:00",,hzSfDETVf3A,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.048550","2017-04-15 21:58:05.908764",david-s-mighty-men,0
1172,"Things that are Really Scary","Pastor Anderson","2016-10-30 17:30:00",,S2MaCMSrGpg,https://soundcloud.com/bible-preaching/2016-10-30a-things-that-are-really-scary,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.074886","2017-04-15 21:58:05.923713",things-that-are-really-scary,0
1173,"Animals in the Bible: Workers","Pastor Anderson","2016-10-23 17:30:00",,lX0H0kZn5nk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.100255","2017-04-15 21:58:05.940395",animals-in-the-bible-workers,0
1174,"What Doth It Profit?","Pastor Anderson","2016-10-16 17:30:00",,g-AR3M_2nQo,https://soundcloud.com/bible-preaching/2016-10-16a-what-doth-it-profit,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.129999","2017-04-15 21:58:05.956831",what-doth-it-profit,0
1175,"Tattlers and Talebearers","Pastor Anderson","2016-10-09 17:30:00",,RIAukDQEv_s,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.153305","2017-04-15 21:58:05.972231",tattlers-and-talebearers,0
1176,"Loving Your Children","Pastor Anderson","2016-10-02 17:30:00",,CMb8pPM9f4c,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.179430","2017-04-15 21:58:05.989951",loving-your-children,0
1177,"Greek Philosophy in Light of the Bible","Bro Tyler Baker","2016-09-25 17:30:00",,n2FC9dDUInk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.206340","2017-04-15 21:58:06.007535",greek-philosophy-in-light-of-the-bible,0
1178,"The War was of God","Bro Matthew Stucky","2016-09-18 17:30:00",,BosbzYCXOD0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.230104","2017-04-15 21:58:06.024545",the-war-was-of-god,0
1179,"A Living Sacrifice unto God","Pastor Anderson","2016-09-18 17:30:00",,uOdNPTXDldI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.253581","2017-04-15 21:58:06.039759",a-living-sacrifice-unto-god,0
1180,"The Leading Causes of Divorce","Pastor Anderson","2016-09-11 17:30:00",,Xv-vlGBYPs4,https://soundcloud.com/bible-preaching/2016-09-11a-the-leading-causes-of-divorce,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.277507","2017-04-15 21:58:06.056852",the-leading-causes-of-divorce,0
1181,"Jesus in the Book of Hebrews","Pastor Anderson","2016-09-04 17:30:00",,YHW6Jh9jhbs,https://soundcloud.com/bible-preaching/2016-09-04a-jesus-in-the-book-of-hebrews,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.312764","2017-04-15 21:58:06.072631",jesus-in-the-book-of-hebrews,0
1182,"Turning Grace into Lasciviousness","Pastor Anderson","2016-08-28 17:30:00",,1k1rAThM9Tg,https://soundcloud.com/bible-preaching/2016-08-28a-turning-grace-into-lasciviousness,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.339087","2017-04-15 21:58:06.087962",turning-grace-into-lasciviousness,0
1183,"Blacking Out While Drunk","Pastor Anderson","2016-08-21 17:30:00",,ebGzDNgNP_Q,https://soundcloud.com/bible-preaching/2016-08-21a-blacking-out-while-drunk,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.367242","2017-04-15 21:58:06.103907",blacking-out-while-drunk,0
1184,"Charity in 1 Corinthians 13","Pastor Anderson","2016-08-14 17:30:00",,NwLAo0ES5-o,https://soundcloud.com/bible-preaching/2016-08-14a-1-corintians-13-charity,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.400186","2017-04-15 21:58:06.120165",charity-in-1-corinthians-13,0
1185,"The Bad Example of Japan","Pastor Anderson","2016-08-07 17:30:00",,ro0KT8SA6Lc,https://soundcloud.com/bible-preaching/2016-08-07a-the-bad-example-of-japan,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.432932","2017-04-15 21:58:06.138024",the-bad-example-of-japan,0
1186,Stumblingblocks,"Pastor Anderson","2016-07-31 17:30:00",,pAdLSBnJrd0,https://soundcloud.com/bible-preaching/2016-07-31a-stumblingblocks-and-rocks-of-offense,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.459559","2017-04-15 21:58:06.152739",stumblingblocks,0
1187,"Be One of the Few","Pastor Anderson","2016-07-24 17:30:00",,O0MB8FGZ6hg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:11.482303","2017-04-15 21:58:06.167760",be-one-of-the-few,0
